Type,Date,Location
Aid Response,12/02/2010,47.723323 -122.28861
Aid Response,12/02/2010,47.652431 -122.376209
Aid Response,12/02/2010,47.654151 -122.357376
Aid Response,12/02/2010,47.676136 -122.290283
Aid Response,12/02/2010,47.612635 -122.343279
Aid Response,12/02/2010,47.678762 -122.31947
Aid Response Yellow,12/02/2010,47.71049 -122.326004
Aid Response,12/02/2010,47.615027 -122.335199
Medic Response,12/02/2010,47.554846 -122.267793
Auto Fire Alarm,12/02/2010,47.602813 -122.331449
Aid Response,12/02/2010,47.615556 -122.344167
Aid Response,12/02/2010,47.60739 -122.332564
Aid Response,12/02/2010,47.599197 -122.328968
Medic Response,12/02/2010,47.717856 -122.367967
Aid Response,12/02/2010,47.684793 -122.355298
Medic Response,12/02/2010,47.615345 -122.351207
Medic Response,12/02/2010,47.659439 -122.39102
Aid Response,12/02/2010,47.614308 -122.325517
Aid Response,12/02/2010,47.674535 -122.390294
Medic Response,12/02/2010,47.702746 -122.363403
Motor Vehicle Accident,12/02/2010,47.675782 -122.398484
"Medic Response, 7 per Rule",12/02/2010,47.541479 -122.290014
Aid Response,12/02/2010,47.600194 -122.330541
Medic Response,12/02/2010,47.682231 -122.3267
Aid Response,12/02/2010,47.545284 -122.371296
Aid Response,12/02/2010,47.607266 -122.332451
Aid Response,12/02/2010,47.697476 -122.292891
Aid Response,12/02/2010,47.597468 -122.323757
Aid Response,12/02/2010,47.669174 -122.26985
Trans to AMR,12/02/2010,47.688389 -122.344511
Medic Response,12/02/2010,47.73104 -122.347764
Aid Response,12/02/2010,47.617173 -122.333103
Aid Response,12/02/2010,47.577784 -122.310821
Medic Response,12/02/2010,47.600194 -122.330541
Medic Response,12/02/2010,47.60641 -122.334739
Medic Response,12/02/2010,47.552104 -122.387038
Medic Response,12/02/2010,47.615877 -122.35052
Aid Response,12/02/2010,47.54533 -122.28511
Medic Response,12/02/2010,47.604841 -122.324097
Medic Response,12/02/2010,47.612958 -122.337873
Aid Response,12/02/2010,47.667161 -122.325299
Aid Response,12/02/2010,47.537046 -122.283397
Aid Response,12/02/2010,47.540556 -122.286111
Aid Response,12/02/2010,47.625121 -122.329167
Aid Response,12/02/2010,47.579503 -122.321398
Medic Response,12/02/2010,47.604161 -122.328079
Aid Response,12/02/2010,47.616815 -122.311453
Aid Response,12/02/2010,47.701756 -122.335022
Aid Response,12/02/2010,47.610972 -122.340465
Medic Response,12/02/2010,47.54855 -122.295809
Medic Response,12/02/2010,47.647771 -122.35413
Medic Response,12/02/2010,47.602114 -122.330809
Medic Response,12/02/2010,47.600044 -122.334219
Aid Response,12/02/2010,47.543528 -122.36885
Trans to AMR,12/02/2010,47.533662 -122.272287
Aid Response,12/02/2010,47.683258 -122.369394
Medic Response,12/02/2010,47.62105 -122.327862
Aid Response,12/02/2010,47.527458 -122.272811
Aid Response,12/02/2010,47.699341 -122.277727
Aid Response,12/02/2010,47.540701 -122.39646
Investigate Out Of Service,12/02/2010,47.610395 -122.316779
Furnace Problem,12/02/2010,47.631481 -122.356594
1RED 1 Unit,12/02/2010,47.603554 -122.29598
Medic Response,12/02/2010,47.615369 -122.343934
Aid Response,12/02/2010,47.562728 -122.294695
Aid Response Yellow,12/02/2010,47.621989 -122.33374
"Medic Response, 7 per Rule",12/02/2010,47.635064 -122.360989
Aid Response,12/02/2010,47.61055 -122.329318
Aid Response,12/02/2010,47.726864 -122.348004
Aid Response,12/02/2010,47.61707 -122.327875
Automatic Fire Alarm Resd,12/02/2010,47.714816 -122.281148
1RED 1 Unit,12/02/2010,47.618497 -122.327854
Medic Response,12/02/2010,47.566141 -122.292911
Aid Response,12/02/2010,47.601539 -122.326352
Aid Response,12/02/2010,47.602114 -122.330809
Aid Response,12/02/2010,47.611943 -122.325987
Aid Response Yellow,12/02/2010,47.661533 -122.320727
Automatic Medical Alarm,12/02/2010,47.723218 -122.348195
Aid Response,12/02/2010,47.541592 -122.269016
Aid Response,12/02/2010,47.535333 -122.267284
Medic Response,12/02/2010,47.641207 -122.346471
Aid Response,12/02/2010,47.640214 -122.359587
Aid Response,12/02/2010,47.558034 -122.302558
Aid Response,12/02/2010,47.602348 -122.337148
Medic Response,12/02/2010,47.606628 -122.312857
Trans to AMR,12/02/2010,47.675347 -122.35435
1RED 1 Unit,12/02/2010,47.595831 -122.322459
Aid Response,12/02/2010,47.693528 -122.363798
Aid Response,12/02/2010,47.678763 -122.319604
Aid Response,12/02/2010,47.55451 -122.309861
Aid Response,12/02/2010,47.705158 -122.348718
Aid Response,12/02/2010,47.60816 -122.325598
Aid Response Yellow,12/02/2010,47.571115 -122.28993
Trans to AMR,12/02/2010,47.601702 -122.32215
Medic Response,12/02/2010,47.676516 -122.313014
Medic Response,12/02/2010,47.712305 -122.339596
Aid Response,12/02/2010,47.712167 -122.312433
Aid Response,12/02/2010,47.61762 -122.310139
Aid Response,12/02/2010,47.608533 -122.327474
Aid Response,12/02/2010,47.623689 -122.364554
Car Fire,12/02/2010,47.52103 -122.358456
"Medic Response, 7 per Rule",12/02/2010,47.644371 -122.346913
Aid Response,12/02/2010,47.721721 -122.365012
Aid Response,12/02/2010,47.604358 -122.318105
Aid Response,12/02/2010,47.618602 -122.355453
Aid Response,12/02/2010,47.60169 -122.314921
Aid Response,12/02/2010,47.626721 -122.358
Aid Response,12/02/2010,47.52627 -122.360471
Auto Fire Alarm,12/02/2010,47.610155 -122.333545
Aid Response,12/02/2010,47.55917 -122.392224
Auto Fire Alarm,12/02/2010,47.673981 -122.292203
Aid Response,12/02/2010,47.600878 -122.318504
Trans to AMR,12/02/2010,47.604548 -122.33457
Aid Response,12/02/2010,47.531655 -122.341679
Aid Response,12/02/2010,47.535977 -122.281906
Aid Response,12/02/2010,47.562604 -122.382814
Automatic Fire Alarm Resd,12/02/2010,47.681942 -122.370429
Motor Vehicle Accident Freeway,12/02/2010,47.595294 -122.320793
Aid Response,12/02/2010,47.584234 -122.299024
Aid Response,12/02/2010,47.690595 -122.355302
Medic Response,12/02/2010,47.579809 -122.327516
Auto Fire Alarm,12/02/2010,47.613304 -122.320768
Aid Response,12/02/2010,47.690602 -122.356464
Medic Response,12/02/2010,47.723223 -122.351366
Auto Fire Alarm,12/02/2010,47.712461 -122.315198
Aid Response,12/02/2010,47.546067 -122.267778
Medic Response Freeway,12/02/2010,47.645155 -122.295847
Aid Response,12/02/2010,47.606122 -122.337544
Medic Response,12/02/2010,47.704187 -122.323161
Aid Response,12/02/2010,47.631378 -122.359203
Aid Response,12/02/2010,47.61348 -122.348673
Aid Response,12/02/2010,47.718248 -122.356205
1RED 1 Unit,12/02/2010,47.651899 -122.313641
Auto Fire Alarm,12/02/2010,47.548274 -122.319683
Aid Response,12/02/2010,47.604377 -122.325207
Aid Response,12/02/2010,47.690609 -122.376806
Auto Fire Alarm,12/02/2010,47.60923 -122.344993
Aid Response,12/02/2010,47.599193 -122.326361
Aid Response,12/02/2010,47.612936 -122.2975
Medic Response,12/02/2010,47.669378 -122.329935
Aid Response,12/02/2010,47.584461 -122.302845
Tranformer Fire,12/02/2010,47.543813 -122.321294
Aid Response,12/02/2010,47.606122 -122.337544
Medic Response,12/02/2010,47.533611 -122.376667
Aid Response,12/02/2010,47.608051 -122.339309
Aid Response,12/02/2010,47.624575 -122.320938
Aid Response,12/02/2010,47.52101 -122.269997
Motor Vehicle Accident,12/03/2010,47.52185 -122.284052
Aid Response,12/03/2010,47.521597 -122.27957
Medic Response,12/03/2010,47.521597 -122.27957
Food On The Stove Out,12/03/2010,47.606164 -122.307622
Motor Vehicle Accident,12/03/2010,47.550761 -122.318413
Motor Vehicle Accident,12/03/2010,47.648058 -122.338738
Medic Response,12/03/2010,47.609611 -122.326845
Aid Response,12/03/2010,47.668654 -122.3931
Trans to AMR,12/03/2010,47.569117 -122.296982
Aid Response,12/03/2010,47.55123 -122.288096
"Medic Response, 6 per Rule",12/03/2010,47.606976 -122.330178
Automatic Medical Alarm,12/03/2010,47.633186 -122.303008
Unk Odor,12/03/2010,47.670904 -122.379286
Trans to AMR,12/03/2010,47.720157 -122.292729
Aid Response,12/03/2010,47.612472 -122.328005
Aid Response,12/03/2010,47.613611 -122.331944
Rescue Automobile,12/03/2010,47.532276 -122.392688
Motor Vehicle Accident,12/03/2010,47.572676 -122.296733
Motor Vehicle Accident,12/03/2010,47.683124 -122.318582
Medic Response,12/03/2010,47.610516 -122.324681
Motor Vehicle Accident Freeway,12/03/2010,47.677663 -122.320566
Aid Response,12/03/2010,47.546215 -122.375056
Aid Response Yellow,12/03/2010,47.708899 -122.320568
Motor Vehicle Accident,12/03/2010,47.534558 -122.355026
Aid Response,12/03/2010,47.664393 -122.283353
Unk Odor,12/03/2010,47.602923 -122.314195
Aid Response,12/03/2010,47.535387 -122.267284
Aid Response,12/03/2010,47.717836 -122.323544
Aid Response,12/03/2010,47.610321 -122.341385
Aid Response,12/03/2010,47.575873 -122.296243
Aid Response,12/03/2010,47.717836 -122.323544
Aid Response,12/03/2010,47.612643 -122.343292
Medic Response,12/03/2010,47.551832 -122.39239
Auto Fire Alarm,12/03/2010,47.60649 -122.334812
Medic Response,12/03/2010,47.655557 -122.328943
Aid Response,12/03/2010,47.709397 -122.309982
Aid Response,12/03/2010,47.54072 -122.292937
Automatic Fire Alarm Resd,12/03/2010,47.67578 -122.276845
Illegal Burn,12/03/2010,47.654278 -122.403593
Aid Response,12/03/2010,47.529013 -122.322262
Aid Response,12/03/2010,47.639688 -122.291521
Brush Fire,12/03/2010,47.654092 -122.409984
Aid Response,12/03/2010,47.702577 -122.328518
Aid Response,12/03/2010,47.566428 -122.280764
Aid Response,12/03/2010,47.566889 -122.368778
Medic Response,12/03/2010,47.662262 -122.373595
Brush Fire,12/03/2010,47.685903 -122.402858
Medic Response,12/03/2010,47.717925 -122.301841
Aid Response,12/03/2010,47.518677 -122.355151
"Medic Response, 7 per Rule",12/03/2010,47.610986 -122.32356
Aid Response,12/03/2010,47.728533 -122.293652
Aid Response,12/03/2010,47.663106 -122.315263
Medic Response,12/03/2010,47.53381 -122.351679
Aid Response Yellow,12/03/2010,47.715775 -122.298186
Aid Response,12/03/2010,47.613167 -122.342193
Aid Response,12/03/2010,47.663106 -122.315263
Medic Response,12/03/2010,47.614521 -122.33295
Aid Response,12/03/2010,47.523492 -122.38913
Motor Vehicle Accident,12/03/2010,47.683047 -122.300758
Assault w/Weap 7 per Rule,12/03/2010,47.572371 -122.289912
Auto Fire Alarm,12/03/2010,47.621458 -122.361882
Aid Response,12/03/2010,47.614057 -122.334061
Aid Response,12/03/2010,47.724886 -122.347956
Aid Response,12/03/2010,47.610278 -122.339812
Illegal Burn,12/03/2010,47.665035 -122.3383
Aid Response,12/03/2010,47.601703 -122.322447
"Medic Response, 6 per Rule",12/03/2010,47.611557 -122.330191
Assault w/Weap 7 per Rule,12/03/2010,47.663347 -122.313098
Trans to AMR,12/03/2010,47.58541 -122.303541
Aid Response,12/03/2010,47.639727 -122.325891
Aid Response,12/03/2010,47.732327 -122.310029
Aid Response,12/03/2010,47.73104 -122.347764
Aid Response Yellow,12/03/2010,47.730718 -122.356907
Aid Response,12/03/2010,47.560797 -122.361543
Aid Response,12/03/2010,47.670187 -122.388155
Trans to AMR,12/03/2010,47.638985 -122.283869
Medic Response,12/03/2010,47.545085 -122.394344
Aid Response,12/03/2010,47.537052 -122.281104
Aid Response,12/03/2010,47.708899 -122.320568
Medic Response,12/03/2010,47.720078 -122.35554
Aid Response,12/03/2010,47.555622 -122.312789
Aid Response,12/03/2010,47.65996 -122.342217
Aid Response,12/03/2010,47.680901 -122.32177
Aid Response,12/03/2010,47.517354 -122.354035
Medic Response,12/03/2010,47.700298 -122.306687
Medic Response,12/03/2010,47.539419 -122.390816
1RED 1 Unit,12/03/2010,47.613622 -122.337015
Aid Response,12/03/2010,47.556208 -122.283477
Medic Response,12/03/2010,47.617173 -122.333103
Aid Response,12/03/2010,47.675775 -122.302579
Aid Response,12/03/2010,47.596676 -122.32637
Aid Response,12/03/2010,47.608878 -122.336996
Aid Response,12/03/2010,47.670192 -122.392874
Medic Response,12/03/2010,47.617992 -122.336448
Aid Response,12/03/2010,47.696987 -122.371408
Medic Response,12/03/2010,47.703624 -122.333909
Aid Response,12/03/2010,47.553148 -122.313476
Trans to AMR,12/03/2010,47.612716 -122.345399
Medic Response,12/03/2010,47.515877 -122.266528
Aid Response,12/03/2010,47.601703 -122.322447
Aid Response,12/03/2010,47.506383 -122.249969
Auto Fire Alarm,12/03/2010,47.615789 -122.336507
Medic Response,12/03/2010,47.65752 -122.321184
Auto Fire Alarm,12/03/2010,47.678789 -122.262227
Auto Fire Alarm,12/03/2010,47.678789 -122.262227
Medic Response,12/03/2010,47.523042 -122.314524
Aid Response,12/03/2010,47.669454 -122.384551
Aid Response Yellow,12/03/2010,47.503178 -122.386062
Aid Response,12/03/2010,47.69463 -122.368711
Medic Response,12/03/2010,47.586213 -122.35543
Aid Response,12/03/2010,47.71049 -122.326004
Aid Response,12/03/2010,47.675997 -122.311934
Aid Response,12/03/2010,47.561081 -122.378956
Car Fire Freeway,12/03/2010,47.543296 -122.334318
Medic Response,12/03/2010,47.605227 -122.320749
Motor Vehicle Accident,12/03/2010,47.51835 -122.339521
Trans to AMR,12/03/2010,47.66707 -122.301946
Medic Response,12/03/2010,47.501306 -122.375556
Electrical Problem,12/03/2010,47.698581 -122.320213
Medic Response,12/03/2010,47.602085 -122.330783
Aid Response,12/03/2010,47.602985 -122.328535
Aid Response,12/03/2010,47.530516 -122.266327
Aid Response,12/03/2010,47.584234 -122.299024
Medic Response,12/03/2010,47.610748 -122.338691
Aid Response,12/03/2010,47.584234 -122.299024
Aid Response Yellow,12/03/2010,47.600289 -122.302236
Aid Response,12/03/2010,47.602165 -122.330856
Auto Fire Alarm,12/03/2010,47.656018 -122.316767
Alarm Bell,12/03/2010,47.675903 -122.292986
Aid Response,12/03/2010,47.612541 -122.343119
Aid Response,12/03/2010,47.690578 -122.349502
Natural Gas Odor,12/03/2010,47.654322 -122.337468
Aid Response,12/03/2010,47.542233 -122.272638
Medic Response,12/03/2010,47.607218 -122.320752
Medic Response,12/03/2010,47.692238 -122.325159
Auto Fire Alarm,12/03/2010,47.660472 -122.353322
Aid Response,12/03/2010,47.604695 -122.336238
Medic Response,12/03/2010,47.703624 -122.333909
Automatic Medical Alarm,12/03/2010,47.54666 -122.373219
Trans to AMR,12/03/2010,47.619137 -122.322194
Medic Response,12/03/2010,47.624607 -122.36324
Medic Response,12/03/2010,47.686941 -122.352246
Medic Response,12/03/2010,47.539419 -122.390816
Aid Response,12/03/2010,47.533662 -122.272287
Aid Response,12/03/2010,47.695241 -122.395688
Medic Response,12/03/2010,47.553825 -122.280571
Trans to AMR,12/03/2010,47.497934 -122.267751
Medic Response,12/03/2010,47.537228 -122.325508
Aid Response,12/03/2010,47.552012 -122.319672
Aid Response,12/03/2010,47.561926 -122.376204
Medic Response,12/03/2010,47.623153 -122.296667
Medic Response,12/03/2010,47.611511 -122.32076
Aid Response,12/03/2010,47.693461 -122.344556
Medic Response,12/03/2010,47.602985 -122.328535
Aid Response,12/03/2010,47.664393 -122.283353
Auto Fire Alarm,12/03/2010,47.622501 -122.337147
Aid Response,12/03/2010,47.500691 -122.241412
Aid Response,12/03/2010,47.658298 -122.317782
Aid Response,12/03/2010,47.622089 -122.351371
Aid Response,12/03/2010,47.635236 -122.376135
Aid Response,12/03/2010,47.609343 -122.325128
Aid Response,12/03/2010,47.603698 -122.329187
Aid Response,12/03/2010,47.668523 -122.298508
Aid Response,12/03/2010,47.519853 -122.268364
Aid Response,12/03/2010,47.571233 -122.291003
Aid Response,12/03/2010,47.61559 -122.310151
Aid Response,12/03/2010,47.5901 -122.29241
Medic Response,12/03/2010,47.669508 -122.398366
Aid Response,12/03/2010,47.610267 -122.322918
Aid Response,12/03/2010,47.613201 -122.342149
Medic Response,12/03/2010,47.698994 -122.387561
Medic Response,12/03/2010,47.582184 -122.316011
Aid Response,12/03/2010,47.534701 -122.275056
Aid Response,12/03/2010,47.609799 -122.34195
Aid Response,12/03/2010,47.63967 -122.373811
Aid Response,12/03/2010,47.677307 -122.319848
Motor Vehicle Accident Freeway,12/03/2010,47.523284 -122.291367
Motor Vehicle Accident,12/03/2010,47.527886 -122.288016
Auto Fire Alarm,12/03/2010,47.621981 -122.327155
Aid Response,12/03/2010,47.598934 -122.297424
Aid Response,12/03/2010,47.675938 -122.276882
Medic Response,12/03/2010,47.609343 -122.325128
Trans to AMR,12/03/2010,47.584234 -122.299024
Aid Response,12/03/2010,47.611672 -122.336484
Fuel Spill,12/03/2010,47.607218 -122.320752
Aid Response,12/03/2010,47.524654 -122.348153
Aid Response,12/03/2010,47.612699 -122.334024
Water Job Minor,12/03/2010,47.695925 -122.330888
Medic Response,12/03/2010,47.674536 -122.366325
Auto Fire Alarm,12/03/2010,47.70471 -122.28465
Aid Response,12/03/2010,47.612699 -122.334024
Aid Response,12/03/2010,47.635075 -122.370364
Medic Response,12/03/2010,47.523081 -122.328176
Aid Response,12/03/2010,47.612626 -122.341277
Aid Response,12/03/2010,47.719638 -122.355539
Aid Response,12/03/2010,47.565039 -122.376188
Aid Response,12/03/2010,47.557883 -122.27947
Automatic Fire Alarm Resd,12/03/2010,47.518597 -122.339379
Aid Response,12/03/2010,47.616406 -122.322149
Aid Response,12/04/2010,47.619928 -122.318101
Auto Fire Alarm,12/04/2010,47.696041 -122.359379
"Medic Response, 6 per Rule",12/04/2010,47.714181 -122.36089
Medic Response,12/04/2010,47.675277 -122.328165
Aid Response,12/04/2010,47.612963 -122.320762
Medic Response,12/04/2010,47.548889 -122.276963
Aid Response Yellow,12/04/2010,47.723218 -122.348195
Aid Response,12/04/2010,47.597515 -122.326367
Aid Response,12/04/2010,47.688709 -122.336422
Aid Response,12/04/2010,47.639749 -122.373822
Aid Response,12/04/2010,47.602915 -122.303735
Aid Response,12/04/2010,47.661286 -122.308381
Aid Response,12/04/2010,47.613201 -122.342149
Motor Vehicle Accident,12/04/2010,47.683046 -122.288332
Aid Response,12/04/2010,47.70593 -122.332098
Aid Response,12/04/2010,47.608584 -122.340581
Medic Response,12/04/2010,47.721855 -122.309314
Aid Response,12/04/2010,47.612278 -122.3181
Aid Response,12/04/2010,47.622058 -122.320907
Investigate Out Of Service,12/04/2010,47.554548 -122.311075
Aid Response,12/04/2010,47.613031 -122.320763
"Medic Response, 7 per Rule",12/04/2010,47.553441 -122.282648
Medic Response,12/04/2010,47.617267 -122.348723
Medic Response,12/04/2010,47.616499 -122.325545
Aid Response,12/04/2010,47.672015 -122.317363
Aid Response,12/04/2010,47.561926 -122.376204
Motor Vehicle Accident,12/04/2010,47.564077 -122.376189
Aid Response Yellow,12/04/2010,47.679702 -122.310938
Medic Response,12/04/2010,47.654056 -122.400899
Aid Response,12/04/2010,47.516589 -122.258075
Medic Response,12/04/2010,47.700246 -122.367391
Car Fire Freeway,12/04/2010,47.638512 -122.322606
Auto Fire Alarm,12/04/2010,47.588027 -122.386277
Medic Response,12/04/2010,47.617819 -122.352043
"Medic Response, 7 per Rule",12/04/2010,47.642928 -122.384573
Aid Response,12/04/2010,47.618602 -122.355453
Automatic Medical Alarm,12/04/2010,47.708899 -122.320568
Aid Response,12/04/2010,47.638403 -122.320071
Medic Response,12/04/2010,47.608621 -122.320756
Aid Response,12/04/2010,47.554937 -122.282393
Aid Response,12/04/2010,47.599199 -122.33005
Medic Response,12/04/2010,47.66707 -122.301946
"Medic Response, 6 per Rule",12/04/2010,47.602473 -122.332672
Aid Response,12/04/2010,47.609389 -122.338655
Aid Response,12/04/2010,47.539049 -122.284755
